,fips,ratio_living_wage_2014,ratio_living_wage_2024,ratio_living_wage_change,living_wage_increase
36,01073,0.8912761481931732,0.7924441372955541,-0.09883201089761917,0
37,01075,0.673112236492662,0.6377151799687011,-0.03539705652396097,0
38,01077,0.5929019629742573,0.5621560780390196,-0.030745884935237777,0
39,01079,0.8389529995747432,0.6304016268429079,-0.20855137273183533,0
40,01081,0.6225101575277829,0.603265977443609,-0.019244180084173945,0
41,01083,0.7769307123515329,0.6921487603305785,-0.0847819520209544,0
42,01085,0.7674584053526946,0.8184485838224037,0.0509901784697091,1
43,01087,0.7397474507222082,0.7051777434312211,-0.03456970729098707,0
44,01089,0.980412565586458,0.8449258836944128,-0.13548668189204516,0
45,01091,0.6943582468267202,0.6687939567595729,-0.025564290067147333,0
46,01093,0.5948882893536296,0.6084274087687056,0.013539119415076017,1
47,01095,0.6148203819649432,0.6223147153598281,0.007494333394884922,1
48,01097,0.7670736040878591,0.7341662543295397,-0.032907349758319326,0
49,01099,0.7271929900702647,0.680913193522697,-0.04627979654756775,0
50,01101,0.7591665378278756,0.7316621387997035,-0.027504399028172033,0
51,01103,0.7579177666612738,0.7147284899578479,-0.04318927670342587,0
52,01105,0.5427389912609413,0.5373273113708821,-0.005411679890059196,0
53,01107,0.6547634093859754,0.6116954670673679,-0.043067942318607555,0
54,01109,0.7001526132814634,0.6273692191053829,-0.07278339417608048,0
55,01111,0.5726765512771141,0.5509824747742964,-0.02169407650281774,0
56,01113,0.6066057407977121,0.5690600847668911,-0.03754565603082105,0
57,01115,0.6042086771493598,0.5601495242410512,-0.04405915290830853,0
58,01117,0.8402419311187175,0.6870719178082192,-0.1531700133104983,0
59,01119,0.648323134116472,0.5982119379437286,-0.0501111961727434,0
60,01121,0.809269574479738,0.7515419683561277,-0.057727606123610276,0
61,01123,0.591991106126258,0.5778061224489796,-0.014184983677278495,0
62,01125,0.7526751493400856,0.6781568348732527,-0.07451831446683288,0
63,01127,0.6375016914579533,0.5895691609977325,-0.047932530460220835,0
64,01129,1.042405667101449,0.9968958930276982,-0.045509774073750786,0
65,01131,0.743610361692037,0.6800403734544537,-0.06356998823758331,0
66,01133,0.5832995564441433,0.6522024121657053,0.06890285572156196,1
67,02013,0.5589896509396144,0.7067119621165329,0.14772231117691847,1
68,02016,0.6828782597302502,0.6983240223463688,0.01544576261611863,1
69,02020,0.8336486574650127,0.5983333333333334,-0.23531532413167933,0
70,02050,0.5605611829140018,0.4855352865303113,-0.0750258963836905,0
71,02060,0.6570721847265494,0.6368145236758376,-0.020257661050711806,0
72,02068,0.6838683012013296,0.751691159318871,0.0678228581175414,1
73,02070,0.6225096049668646,0.702769963211426,0.08026035824456146,1
74,02090,0.7500104559567734,0.570892978868439,-0.17911747708833436,0
75,02100,0.5563475870265522,0.5069288771143264,-0.049418709912225744,0
76,02105,0.5439703732905858,0.4851114178662985,-0.05885895542428732,0
77,02110,0.7280365271297757,0.5777660880238471,-0.15027043910592863,0
78,02122,0.7356351074398341,0.5732849226065355,-0.16235018483329855,0
79,02130,0.6614282261218485,0.5289052890528906,-0.1325229370689579,0
80,02150,0.6749351799383052,0.4889669007021063,-0.1859682792361989,0
81,02164,0.619932975750617,0.5928021184400578,-0.027130857310559198,0
82,02170,0.6395034574668282,0.5073250135648399,-0.1321784439019883,0
83,02180,0.654276853267643,0.7403806794924274,0.08610382622478441,1
84,02185,1.517065541278842,1.2512654383478437,-0.2658001029309984,0
85,02188,0.9565104012685176,0.8304431599229287,-0.1260672413455889,0
86,02195,0.6314595472903335,0.5136459734768404,-0.11781357381349311,0
87,02198,0.5996068278239207,0.5708704145864988,-0.02873641323742193,0
88,02220,0.6740028455820286,0.4503956177723676,-0.22360722780966102,0
89,02230,0.5885766914923392,0.5072727272727273,-0.08130396421961184,0
90,02240,0.990859552476943,0.8128517823639775,-0.17800777011296554,0
91,02275,0.6191049152481919,0.5813336164790825,-0.03777129876910934,0
92,02282,0.5932937846795634,0.5110732538330494,-0.08222053084651404,0
93,02290,0.6726798692441178,0.6002875629043855,-0.07239230633973237,0
94,04001,0.6799927997947498,0.565100393293314,-0.11489240650143584,0
95,04003,0.6988923385775567,0.6491089555605686,-0.04978338301698815,0
96,04005,0.6055838790072595,0.4790638142256354,-0.12652006478162414,0
97,04007,0.6434411716485208,0.5769637941986027,-0.0664773774499181,0
98,04009,0.6450888181174151,0.5976961530102152,-0.04739266510719997,0
99,04011,1.1573881137447002,0.9034732580438952,-0.25391485570080496,0
100,04012,0.5460910322550101,0.5461352125082581,4.4180253248038426e-05,1
101,04013,0.7817817805171221,0.6478102189781022,-0.1339715615390199,0
102,04015,0.5928241682394484,0.5279802744425386,-0.0648438937969098,0
103,04017,0.6059570897272841,0.491487636805837,-0.11446945292144711,0
104,04019,0.7072344058455418,0.6394974226804123,-0.06773698316512944,0
105,04021,0.6130815015634273,0.5506304176516943,-0.06245108391173304,0
106,04023,0.727020258278931,0.6695073546579501,-0.05751290362098094,0
107,04025,0.5834771327982111,0.5146914789422136,-0.06878565385599755,0
108,04027,0.5795686886777067,0.5553173241852487,-0.024251364492458016,0
109,05001,0.7300379617900877,0.6341034655951783,-0.09593449619490946,0
110,05003,0.7480142727507192,0.6310552500654621,-0.11695902268525704,0
111,05005,0.620930516759431,0.5339087546239211,-0.08702176213550994,0
112,05007,1.0004106701485065,0.8127062706270628,-0.1877043995214437,0
113,05009,0.6878294979108674,0.6029564315352697,-0.08487306637559777,0
114,05011,0.5794565802212918,0.5459544383346426,-0.03350214188664913,0
115,05013,0.9330387416625844,0.8458781362007168,-0.08716060546186755,0
116,05015,0.5268896078869317,0.4762782694198623,-0.050611338467069444,0
117,05017,0.5632577434331183,0.5669473112438892,0.0036895678107708996,1
118,05019,0.6129569110555481,0.5741469816272966,-0.038809929428251455,0
119,05021,0.5672524792021475,0.5437701396348013,-0.023482339567346244,0
120,05023,0.5887644565240459,0.4933807305712185,-0.09538372595282735,0
121,05025,0.5492091121337372,0.572208899547029,0.022999787413291783,1
122,05027,0.7260432260210585,0.633538708813287,-0.09250451720777153,0
123,05029,0.6749641960963377,0.625327739905611,-0.04963645619072676,0
124,05031,0.6720523881599206,0.5983626294245123,-0.07368975873540828,0
125,05033,0.6420195329935575,0.5814530126456733,-0.060566520347884234,0
126,05035,0.6010540895554717,0.5575103130308178,-0.04354377652465391,0
127,05037,0.6031734088487034,0.5064984709480121,-0.09667493790069126,0
128,05039,0.5582643237218318,0.5818034557235422,0.023539132001710428,1
129,05041,0.6241774639108137,0.6117378458232609,-0.012439618087552895,0
130,05043,0.6042037850656677,0.5439223697650665,-0.06028141530060127,0
131,05045,0.7144175488127865,0.5602845149253731,-0.1541330338874134,0
132,05047,0.6628719689590944,0.5589696652719665,-0.10390230368712794,0
133,05049,0.5013393390131656,0.5415187107347719,0.04017937172160624,1
134,05051,0.614604423297463,0.5315713944032527,-0.08303302889421027,0
135,05053,0.6553364785957851,0.6148148148148148,-0.04052166378097033,0
136,05055,0.6543495260677794,0.5659558641210019,-0.08839366194677756,0
137,05057,0.6419076446396049,0.5468357609241588,-0.09507188371544617,0
138,05059,0.641185631722529,0.6017917424045703,-0.03939388931795862,0
139,05061,0.5802353704514924,0.5522035676810073,-0.028031802770485115,0
140,05063,0.6511419303517609,0.5879024144869216,-0.06323951586483934,0
141,05065,0.5712472149711767,0.5247966413014956,-0.04645057366968108,0
142,05067,0.6701169252546496,0.6457992362247682,-0.024317689029881406,0
143,05069,0.7299863511902804,0.6240563663814795,-0.10592998480880089,0
144,05071,0.5850840533595534,0.5266945825700078,-0.058389470789545594,0
145,05073,0.6251761478530711,0.5024668917164373,-0.12270925613663375,0
146,05075,0.5692498470866622,0.541839916839917,-0.027409930246745207,0
147,05077,0.6241774639108137,0.5860349127182044,-0.03814255119260934,0
148,05079,0.6130706368004508,0.6000532197977648,-0.013017417002685994,0
149,05081,0.9117984392809168,0.7026224641266698,-0.2091759751542469,0
150,05083,0.5802353704514924,0.5119698152485037,-0.06826555520298871,0
151,05085,0.5816581380039934,0.4787234042553191,-0.10293473374867423,0
152,05087,0.5561077777696265,0.5441400304414002,-0.011967747328226253,0
153,05089,0.5392893288189431,0.4982407640110581,-0.04104856480788499,0
154,05091,0.6768987460810173,0.5831934787820666,-0.09370526729895068,0
155,05093,0.7975993858108197,0.9048483277158412,0.10724894190502154,1
156,05095,0.5442827485302296,0.5524137931034483,0.008131044573218671,1
157,05097,0.4913524995905926,0.4574275362318841,-0.03392496335870848,0
158,05099,0.6460263371840143,0.5768283673971928,-0.06919796978682147,0
159,05101,0.4603932973806162,0.4490824502455415,-0.011310847135074686,0
160,05103,0.6012077332388958,0.6084621430442755,0.007254409805379725,1
161,05105,0.5233968138361057,0.5318181818181819,0.008421367982076156,1
162,05107,0.5892235259318082,0.537345513164965,-0.05187801276684312,0
163,05109,0.5312998572808847,0.5218921032056294,-0.009407754075255292,0
164,05111,0.6451498266982171,0.6512320606552938,0.006082233957076744,1
165,05113,0.5542695879528026,0.5377186113286347,-0.016550976624167824,0
166,05115,0.683699026869349,0.6016907011437096,-0.08200832572563943,0
167,05117,0.6311682515066148,0.5890612463225462,-0.042107005184068624,0
168,05119,0.840491233897396,0.7023699953980671,-0.1381212384993289,0
169,05121,0.5203143339160543,0.516318887105404,-0.003995446810650338,0
170,05123,0.6291708836221003,0.6151211801896733,-0.014049703432426952,0
171,05125,0.6007602115016615,0.5258005067956693,-0.07495970470599223,0
172,05127,0.52930248939637,0.4744288681204568,-0.05487362127591322,0
173,05129,0.4673840849764173,0.4705804046858359,0.0031963197094185825,1
174,05131,0.7514883012919983,0.6667923579688285,-0.08469594332316976,0
175,05133,0.5682511631444048,0.525453629032258,-0.04279753411214682,0
176,05135,0.5153209142047678,0.4991905018888289,-0.01613041231593887,0
177,05137,0.4953472353596218,0.4650412796697626,-0.030305955689859165,0
178,05139,0.8638616100525662,0.7351847260104142,-0.12867688404215205,0
179,05141,0.7749787391916664,0.5501955671447197,-0.22478317204694664,0
180,05143,0.7806897649458218,0.6609857208659603,-0.11970404407986146,0
181,05145,0.6902005579127246,0.5600505689001264,-0.13014998901259822,0
182,05147,0.5882248419895508,0.6084254143646409,0.020200572375090098,1
183,05149,0.5472788003570015,0.5274986779481756,-0.019780122408825873,0
184,06001,0.8255199598441584,0.604554201411161,-0.22096575843299737,0
185,06003,0.8482618199371577,0.4365748547873337,-0.41168696514982395,0
186,06005,0.619008677355292,0.5410985212214326,-0.07791015613385932,0
187,06007,0.554892943639083,0.5430086410054987,-0.01188430263358431,0
188,06009,0.56062079351748,0.5226546343297612,-0.03796615918771873,0
189,06011,0.6099459819725654,0.5986787778695294,-0.011267204103036055,0
190,06013,0.777843569758222,0.5394325871941696,-0.23841098256405235,0
191,06015,0.5467077683675949,0.5589760207388205,0.01226825237122553,1
192,06017,0.6426955138023868,0.4921199011124845,-0.15057561268990227,0
193,06019,0.6118872583541718,0.5355769230769231,-0.07631033527724873,0
194,06021,0.5731707947427602,0.5566259901520016,-0.016544804590758577,0
195,06023,0.559267930320613,0.5027456921037682,-0.05652223821684477,0
196,06025,0.5442380313387855,0.5524600504625735,0.00822201912378806,1
197,06027,0.631410356704738,0.5838472249850805,-0.047563131719657537,0
198,06029,0.6847269314483663,0.592186218211649,-0.09254071323671731,0
199,06031,0.5998788268507733,0.567182921724571,-0.03269590512620235,0
200,06033,0.528029407661844,0.5214415139923495,-0.006587893669494527,0
201,06035,0.6712120820022601,0.5941518042306098,-0.07706027777165037,0
202,06037,0.753644495973899,0.6636108358110341,-0.09003366016286496,0
203,06039,0.57586425241781,0.5332409972299169,-0.042623255187893117,0
204,06041,0.6636799649541697,0.5222364143056201,-0.14144355064854963,0
205,06043,0.5160753379877735,0.5098118551486951,-0.006263482839078405,0
206,06045,0.5265979600419819,0.4974098234842672,-0.029188136557714683,0
207,06047,0.5877270892672164,0.5237859266600595,-0.06394116260715688,0
208,06049,0.5653192890398239,0.5231689088191331,-0.04215038022069073,0
209,06051,0.5106845854693178,0.4235155987923516,-0.08716898667696621,0
210,06053,0.591487061663232,0.4300918501239247,-0.16139521153930725,0
211,06055,0.6506155423724952,0.4860912981455065,-0.1645242442269887,0
212,06057,0.6053735371374317,0.5216262975778547,-0.08374723955957697,0
213,06059,0.7238961445091606,0.5771500221271573,-0.14674612238200335,0
214,06061,0.737909663995333,0.5185953474588828,-0.21931431653645017,0
215,06063,0.6149105183202421,0.5854526958290946,-0.02945782249114748,0
216,06065,0.5944542799446665,0.4840748230535894,-0.11037945689107709,0
217,06067,0.817766693189417,0.6400564877886692,-0.17771020540074778,0
218,06069,0.5508591089927731,0.4144519465594024,-0.13640716243337075,0
219,06071,0.6197339078289114,0.5310008857395926,-0.08873302208931877,0
220,06073,0.7175917145836577,0.5968974820143884,-0.12069423256926926,0
221,06075,0.9846536507758336,0.9997611084567606,0.015107457680927028,1
222,06077,0.6298833667247989,0.5488904925130796,-0.0809928742117193,0
223,06079,0.5745369973692008,0.4747905927835052,-0.09974640458569561,0
224,06081,1.08774415750675,1.0590939672572324,-0.028650190249517538,0
225,06083,0.6180216204423118,0.4930821312923168,-0.12493948914999498,0
226,06085,1.1847977493922976,1.119283941864587,-0.06551380752771063,0
227,06087,0.533585421580885,0.3874120872571225,-0.14617333432376245,0
228,06089,0.5975848018812697,0.5436439870402134,-0.053940814841056284,0
229,06091,0.5745036037628443,0.4687499999999999,-0.10575360376284437,0
230,06093,0.5612006197939429,0.5110825252325352,-0.0501180945614077,0
231,06095,0.7330176463750823,0.5369993742177722,-0.19601827215731005,0
232,06097,0.6072791058006501,0.5707515796474892,-0.036527526153160905,0
233,06099,0.6403495226663727,0.5894504227517294,-0.05089909991464325,0
234,06101,0.5929565289341581,0.4947770938257787,-0.09817943510837934,0
235,06103,0.6005436402225158,0.5721574344023324,-0.028386205820183474,0
236,06105,0.5441020645355892,0.5787781350482315,0.03467607051264232,1
237,06107,0.5521879034127504,0.5186089078706528,-0.033578995542097534,0
238,06109,0.5993237261473332,0.5495521806853583,-0.04977154546197493,0
239,06111,0.6894850360647823,0.4956865038748355,-0.1937985321899468,0
240,06113,0.7576651493724409,0.5713178294573643,-0.18634731991507658,0
241,06115,0.6924679575070195,0.6322460208292395,-0.060221936677779975,0
242,08001,0.7047919593052883,0.5745266224308141,-0.13026533687447417,0
243,08003,0.5789865975943345,0.5844235991113306,0.0054370015169961095,1
244,08005,0.8734601205065539,0.6572226656025538,-0.21623745490400004,0
245,08007,0.5183889229036314,0.4585683719120794,-0.05982055099155198,0
246,08009,0.4678970701708009,0.4877131394182547,0.019816069247453827,1
247,08011,0.510009884677949,0.602827763496144,0.09281787881819492,1
248,08013,0.8654322884929294,0.677136596055515,-0.1882956924374144,0
249,08014,1.0654707504454946,0.8397445760886291,-0.22572617435686548,0
250,08015,0.5407970490976783,0.4818475574985744,-0.058949491599103954,0
251,08017,0.6716013079447808,0.5324475255151165,-0.13915378242966425,0
252,08019,0.6822024734301189,0.5903817365269461,-0.09182073690317272,0
253,08021,0.5052576727319675,0.4900024685262898,-0.01525520420567772,0
254,08023,0.4556663746777469,0.4678888090103044,0.012222434332557486,1
255,08025,0.6190897652029554,0.5746076112663944,-0.044482153936561075,0
256,08027,0.4835670203085787,0.4473629133528673,-0.03620410695571136,0
257,08029,0.5537136830644641,0.5056056276104638,-0.04810805545400032,0
258,08031,0.9186390922568928,0.7452801461632155,-0.1733589460936773,0
259,08033,0.8459507865635583,0.4077977896029472,-0.43815299696061105,0
260,08035,0.8493646689063731,0.6085207805750038,-0.24084388833136927,0
261,08037,0.6127495783421675,0.4658500371195249,-0.1468995412226426,0
262,08039,0.524829055166438,0.4889923793395427,-0.03583667582689526,0
263,08041,0.7196074380268909,0.554890560875513,-0.16471687715137784,0
264,08043,0.613605257925618,0.5690098585512217,-0.04459539937439638,0
265,08045,0.7238940927958915,0.5314319972593353,-0.19246209553655613,0
266,08047,0.5511834553541357,0.5633195307108351,0.01213607535669936,1
267,08049,0.5004984749100766,0.4096570689097379,-0.09084140600033869,0
268,08051,0.5526641416675311,0.5059698571148953,-0.0466942845526358,0
269,08053,0.4407066574963574,0.3784937888198757,-0.06221286867648168,0
270,08055,0.4923054217349567,0.5557727391191035,0.06346731738414679,1
271,08057,0.5537809121756021,0.4190250136936279,-0.13475589848197422,0
272,08059,0.7424411024305708,0.5722070844686649,-0.17023401796190596,0
273,08061,0.5348817949782942,0.5095579450418161,-0.025323849936478182,0
274,08063,0.5887821448053824,0.545346062052506,-0.04343608275287636,0
275,08065,0.5668059932845045,0.5447585394581861,-0.022047453826318453,0
276,08067,0.7068003921454132,0.5288376220053239,-0.17796277014008932,0
277,08069,0.694867960922329,0.5431619786614936,-0.15170598226083543,0
278,08071,0.6298177321695498,0.5547680412371134,-0.07504969093243641,0
279,08073,0.5767568723115765,0.5390374331550802,-0.037719439156496226,0
280,08075,0.5911941463387933,0.560106137517305,-0.031088008821488322,0
281,08077,0.672480245844917,0.5808559983133038,-0.09162424753161313,0
282,08079,0.4548198702522438,0.3346839546191248,-0.12013591563311898,0
283,08081,0.7423018006010075,0.5097534044902465,-0.23254839611076095,0
284,08083,0.5786958442670476,0.4653112555019911,-0.11338458876505647,0
285,08085,0.594939000360782,0.5213050638122685,-0.07363393654851347,0
286,08087,0.645703056894095,0.5702668890742285,-0.0754361678198665,0
287,08089,0.5418197734833382,0.5729701952723535,0.03115042178901528,1
288,08091,0.5334077805833614,0.3942417798135121,-0.13916600076984925,0
289,08093,0.4766381519660764,0.3957644938419946,-0.08087365812408182,0
290,08095,0.572422773854782,0.6018286573146292,0.029405883459847182,1
291,08097,0.6437282066237905,0.5760386325310439,-0.06768957409274656,0
292,08099,0.5426182752931341,0.5469549641760492,0.004336688882915052,1
293,08101,0.640228937105642,0.5739795918367347,-0.06624934526890724,0
294,08103,0.8638827462206563,0.5396212539069682,-0.32426149231368806,0
295,08105,0.5408391989806977,0.5720698859500121,0.031230686969314414,1
296,08107,0.677470541898875,0.4284341268667751,-0.2490364150320999,0
297,08109,0.5079262872006223,0.4741676234213548,-0.03375866377926745,0
298,08111,0.3898712307981168,0.3129917817800315,-0.0768794490180853,0
299,08113,0.5569276953883789,0.430981829286914,-0.12594586610146496,0
300,08115,0.5399496608244794,0.5448390393459377,0.004889378521458321,1
301,08117,0.5087639572427753,0.3786199251766662,-0.13014403206610914,0
302,08119,0.5562436427105895,0.501061981077428,-0.055181661633161405,0
303,08121,0.614351746404044,0.3838365243004418,-0.2305152221036022,0
304,08123,0.7321172729724287,0.5560877895836963,-0.17602948338873237,0
305,08125,0.6249184669451031,0.5792608801361536,-0.04565758680894949,0
306,10001,0.6714423659946419,0.6121205406603146,-0.05932182533432728,0
307,10003,0.9729222892060592,0.74465008675535,-0.22827220245070912,0
308,10005,0.6076745117702015,0.5859893758300133,-0.02168513594018817,0
309,11001,1.280566202514303,0.8463355281992556,-0.43423067431504736,0
310,12001,0.75533383937661,0.6628133102852204,-0.09252052909138964,0
311,12003,0.585111993669162,0.5467754269691564,-0.038336566700005625,0
312,12005,0.6418496159958883,0.5460442364951084,-0.09580537950077994,0
313,12007,0.6433204056628509,0.5886773547094187,-0.05464305095343214,0
314,12009,0.7772793723570759,0.7294917521176995,-0.04778762023937644,0
315,12011,0.7458122331808575,0.6720430107526881,-0.07376922242816941,0
316,12013,0.5621720870154092,0.495428712626637,-0.0667433743887722,0
317,12015,0.6075193036603593,0.5941499085923218,-0.013369395068037582,0
318,12017,0.6370071561762524,0.6039794608472401,-0.033027695329012285,0
319,12019,0.616389973394785,0.5626872058194266,-0.05370276757535841,0
320,12021,0.7145648456457635,0.646756329113924,-0.0678085165318395,0
321,12023,0.6378339200963965,0.6322133880482175,-0.005620532048179028,0
322,12027,0.631820211350225,0.6343582887700535,0.0025380774198284772,1
323,12029,0.6032350916321869,0.6092145434360255,0.005979451803838631,1
324,12031,0.8587391469105387,0.7498911623857205,-0.10884798452481814,0
325,12033,0.6952248819129522,0.652443143436163,-0.04278173847678912,0
326,12035,0.5348823732013787,0.5173336186603895,-0.017548754540989142,0
327,12037,0.5396335763091236,0.5699621826039978,0.030328606294874216,1
328,12039,0.5829751508965361,0.6624102154828411,0.079435064586305,1
329,12041,0.5639703331764457,0.5812903225806452,0.017319989404199432,1
330,12043,0.68299256541494,0.6943371943371943,0.011344628922254296,1
331,12045,0.6074550915741667,0.551875140354817,-0.055579951219349666,0
332,12047,0.7860632312354592,0.7427536231884059,-0.043309608047053305,0
333,12049,0.5787928269793431,0.5839979418574737,0.005205114878130579,1
334,12051,0.6532909136202487,0.6590739357729648,0.0057830221527160885,1
335,12053,0.5618386855862807,0.5894851869839728,0.02764650139769209,1
336,12055,0.5678919841677076,0.5692763645344529,0.0013843803667452637,1
337,12057,0.8211488481645641,0.7406838656838657,-0.08046498248069844,0
338,12059,0.5465290376375891,0.5017452006980803,-0.044783836939508825,0
339,12061,0.6832404762141717,0.6303708729081864,-0.052869603305985335,0
340,12063,0.6159450692516657,0.5678981527708437,-0.048046916480822044,0
341,12065,0.5508426622644436,0.5748629795714998,0.024020317307056227,1
342,12067,0.5572836340848404,0.5665669409124906,0.009283306827650217,1
343,12069,0.5731791172862324,0.552608789781338,-0.020570327504894403,0
344,12071,0.6865031489838006,0.6366960636696063,-0.04980708531419431,0
345,12073,0.7261942430852913,0.6802604523646333,-0.04593379072065806,0
346,12075,0.5504397999820442,0.5490837696335078,-0.0013560303485363745,0
347,12077,0.6306104280433721,0.6196636481241915,-0.010946779919180583,0
348,12079,0.5915028045988219,0.5569371727748691,-0.03456563182395278,0
349,12081,0.6363035753705546,0.626070205479452,-0.010233369891102573,0
350,12083,0.6272339113107676,0.6178125764619525,-0.009421334848815022,0
351,12085,0.6657892948382015,0.6031025749261292,-0.06268671991207231,0
352,12086,0.7737969842359738,0.7609139126886985,-0.012883071547275304,0
353,12087,0.5730683087575449,0.5346656563743133,-0.038402652383231595,0
354,12089,0.7050989161533816,0.5873493975903615,-0.11774951856302007,0
355,12091,0.7198508272651892,0.6204188481675392,-0.09943197909765,0
356,12093,0.6269368015458986,0.580858497629149,-0.04607830391674961,0
357,12095,0.7439133224353229,0.6787424526337705,-0.0651708698015524,0
358,12097,0.5862455105374383,0.5267000417188152,-0.059545468818623104,0
359,12099,0.7926945239064915,0.6903123837857941,-0.10238214012069746,0
360,12101,0.5988829945260354,0.5785791173304629,-0.020303877195572584,0
361,12103,0.7594083332649728,0.6790123456790124,-0.08039598758596045,0
362,12105,0.6844389608811122,0.6388690050107374,-0.04556995587037482,0
363,12107,0.6508983306771063,0.666487503359312,0.01558917268220561,1
364,12109,0.6822357865764237,0.5135279458882165,-0.1687078406882072,0
365,12111,0.6267296562076936,0.5562798783137766,-0.07044977789391704,0
366,12113,0.5987934253728465,0.4985827090504151,-0.10021071632243145,0
367,12115,0.6982755285273575,0.6347517730496454,-0.06352375547771216,0
368,12117,0.702100864031464,0.629374125174965,-0.07272673885649894,0
369,12119,0.668804008028572,0.617784191829485,-0.05101981619908702,0
370,12121,0.5719489928765468,0.6043811031934547,0.03243211031690796,1
371,12123,0.7000264596574487,0.6526452732003468,-0.047381186457101876,0
372,12125,0.6442980962489646,0.6929681112019624,0.04867001495299783,1
373,12127,0.6181388462106443,0.5873392010832769,-0.030799645127367437,0
374,12129,0.5835574064426663,0.5699292164998779,-0.01362818994278836,0
375,12131,0.5980648588820395,0.591975443981583,-0.006089414900456558,0
376,12133,0.6061681633905281,0.5824468085106383,-0.0237213548798898,0
377,13001,0.7452799863733263,0.818632855567806,0.0733528691944797,1
378,13003,0.6073738471625139,0.6399088716161887,0.03253502445367484,1
379,13005,0.5428220373191549,0.6453841901603096,0.10256215284115466,1
380,13007,0.6343586680453466,0.6081452944413869,-0.0262133736039597,0
381,13009,0.6134050226126593,0.548051948051948,-0.06535307456071127,0
382,13011,0.5622280491028299,0.5593725693544206,-0.002855479748409273,0
383,13013,0.5797718405567777,0.5756283662477558,-0.004143474309021844,0
384,13015,0.6810997458212601,0.6395617070357554,-0.04153803878550466,0
385,13017,0.5653173649918406,0.606459661768783,0.041142296776942366,1
386,13019,0.5672734804416394,0.542128004320821,-0.02514547612081841,0
387,13021,0.7218048200986017,0.6577322134387352,-0.06407260665986647,0
388,13023,0.501743612873381,0.5988228852997536,0.0970792724263726,1
389,13025,0.5010241180452096,0.5803811057434246,0.07935698769821498,1
390,13027,0.5922556299887248,0.6063233724653149,0.01406774247659004,1
391,13029,0.552702997746571,0.5208552770170635,-0.03184772072950748,0
392,13031,0.587162467413972,0.578544061302682,-0.008618406111290056,0
393,13033,0.9569138695777588,1.0783624085537424,0.12144853897598362,1
394,13035,0.587204916985069,0.5598270062469967,-0.027377910738072386,0
395,13037,0.522282825096268,0.5866935483870968,0.06441072329082875,1
396,13039,0.764242351420723,0.5878092266547805,-0.17643312476594253,0
397,13043,0.5535806722930481,0.6086589822884454,0.05507830999539731,1
398,13045,0.6502608181320698,0.6669514278740543,0.01669060974198444,1
399,13047,0.5842982146013649,0.5163758068371982,-0.06792240776416669,0
400,13049,0.6240008284858033,0.5942947702060222,-0.029706058279781122,0
401,13051,0.7486777534835087,0.7178217821782179,-0.03085597130529083,0
